EXRN/USD,["Synthetic"],EXRNchain,US Dollar
FAIR/USD,["Synthetic"],FairCoin,US Dollar
FAP/USD,["Synthetic"],FAPcoin,US Dollar
FAZZ/USD,["Synthetic"],Fazzcoin,US Dollar
FCN/USD,["Synthetic"],Fantomcoin,US Dollar
FCT/USD,["Synthetic"],Factom,US Dollar
FC/USD,["Synthetic"],Facecoin,US Dollar
FDZ/USD,["Synthetic"],Friendz,US Dollar
FEI/USD,["Gate.io"],Fei USD,US Dollar
FET/USD,["Binance",,
FFC/USD,["Synthetic"],FireFlyCoin,US Dollar
FIDYO/USD,["Synthetic"],Fidyo,US Dollar
FIL/USD,["Binance",,
FINE/USD,["Gate.io"],Refinable,US Dollar
FIO/USD,["BitMax"],FIO Protocol,US Dollar
FIRE/USD,["Synthetic"],Firecoin,US Dollar
FIRO/USD,["MEXC",,
FITFI/USD,["Gate.io",,
FJC/USD,["Synthetic"],FujiCoin,US Dollar
FLASH/USD,["Synthetic"],Flash,US Dollar
FLAX/USD,["Synthetic"],Flaxscript,US Dollar
FLDC/USD,["Synthetic"],FoldingCoin,US Dollar
FLIK/USD,["Synthetic"],FLiK,US Dollar
FLM/USD,["Synthetic"],FolmCoin,US Dollar
FLO/USD,["Synthetic"],FLO,US Dollar
FLOW/USD,["Binance",,
FLUX/USD,["Binance",,
FLUZ/USD,["Synthetic"],Fluz Fluz,US Dollar
FLVR/USD,["Synthetic"],FlavorCoin,US Dollar
FLY/USD,["Synthetic"],Flycoin,US Dollar
FNC/USD,["Synthetic"],FinCoin,US Dollar
FNKOS/USD,["Synthetic"],FNKOS,US Dollar
FNTB/USD,["Synthetic",,
FOIN/USD,["Synthetic"],FOIN,US Dollar
FONZ/USD,["Synthetic"],Fonziecoin,US Dollar
FOR/USD,["Synthetic"],FORCE,US Dollar
FRC/USD,["Synthetic"],Freicoin,US Dollar
FRD/USD,["Synthetic"],Farad,US Dollar
FRK/USD,["Synthetic"],Franko,US Dollar
FRN/USD,["Synthetic"],Francs,US Dollar
FRST/USD,["Synthetic"],FirstCoin,US Dollar
FRWC/USD,["Synthetic"],FrankyWillCoin,US Dollar
FSN/USD,["Synthetic"],Fusion,US Dollar
FST/USD,["Synthetic"],Fastcoin,US Dollar
FTC/USD,["Synthetic"],Feathercoin,US Dollar
FTM/USD,["Binance",,
FTOKEN/USD,["Synthetic"],Flash Token,US Dollar
FTO/USD,["SouthXchange",,
FTT/USD,["Binance",,
FT/USD,["Synthetic"],Fabric Token,US Dollar
FUCK/USD,["Synthetic"],FuckToken,US Dollar
FUEL/USD,["Gate.io"],Etherparty,US Dollar
FUNK/USD,["Synthetic"],The Cypherfunks,US Dollar
FUN/USD,["Gate.io",,
FUZZ/USD,["Synthetic"],FuzzBalls,US Dollar
FXC/USD,["Synthetic"],Flexacoin,US Dollar
FXS/USD,["Binance",,
FX/USD,["Synthetic"],Function X,US Dollar
FYP/USD,["Synthetic"],FlypMe,US Dollar
GAIN/USD,["Synthetic"],UGAIN,US Dollar
GALA/USD,["Binance",,
GAL/USD,["Binance",,
GAME/USD,["BitBay",,
GAM/USD,["Synthetic"],Gambit,US Dollar
GAP/USD,["Synthetic"],Gapcoin,US Dollar
GAS/USD,["Gate.io",,
GBT/USD,["Synthetic"],GameBet Coin,US Dollar
GB/USD,["Synthetic"],GoldBlocks,US Dollar
GBX/USD,["Synthetic"],GoByte,US Dollar
GBYTE/USD,["Synthetic"],Obyte,US Dollar
GCC/USD,["Synthetic"],GuccioneCoin,US Dollar
GCN/USD,["Synthetic"],GCN Coin,US Dollar
GCR/USD,["Synthetic"],Global Currency Reserve,US Dollar
GEERT/USD,["Synthetic"],GeertCoin,US Dollar
GEN/USD,["Synthetic"],DAOstack,US Dollar
GEO/USD,["Synthetic"],GeoCoin,US Dollar
GIM/USD,["Synthetic"],Gimli,US Dollar
GIN/USD,["Synthetic"],GINcoin,US Dollar
GLCn/USD,["Synthetic"],GlobalCoin,US Dollar
GLMR/USD,["Binance",,
GLS/USD,["Synthetic"],GlassCoin,US Dollar
GLT/USD,["Synthetic"],GlobalToken,US Dollar
GML/USD,["Synthetic"],GameLeagueCoin,US Dollar
GMTn/USD,["Binance",,
GMT/USD,["Synthetic"],Mercury Protocol,US Dollar
GMX/USD,["Synthetic"],GoldMaxCoin,US Dollar
GNO/USD,["Binance",,
GNT/USD,["Gate.io",,
GNX/USD,["Gate.io"],Genaro Network,US Dollar
GOD/USD,["Gate.io"],Bitcoin God,US Dollar
GOLF/USD,["Synthetic"],Golfcoin,US Dollar
GOOD/USD,["Synthetic"],Goodomy,US Dollar
GOT/USD,["Synthetic"],GoNetwork,US Dollar
GO/USD,["Kucoin",,
GP/USD,["Synthetic"],GoldPieces,US Dollar
GPU/USD,["Synthetic"],GPU Coin,US Dollar
GRC/USD,["Synthetic"],GridCoin,US Dollar
GRE/USD,["Synthetic"],Greencoin,US Dollar
GRFT/USD,["Synthetic"],Graft,US Dollar
GRIN/USD,["Gate.io",,
GRS/USD,["Synthetic"],Groestlcoin,US Dollar
GRT/USD,["Binance",,
GRV/USD,["Synthetic"],Gravium,US Dollar
GRWI/USD,["Synthetic"],Growers International,US Dollar
GRX/USD,["Synthetic"],GOLD Reward Token,US Dollar
GSC/USD,["Synthetic"],Global Social Chain,US Dollar
GSR/USD,["Synthetic"],GeyserCoin,US Dollar
GST/USD,["Coinbase Pro",,
GTCG/USD,["Synthetic"],Game.com,US Dollar
GTC/USD,["Gate.io",,
GTO/USD,["Binance",,
GT/USD,["Gate.io",,
GUESS/USD,["Synthetic"],Peerguess,US Dollar
GUN/USD,["Synthetic"],Guncoin,US Dollar
GUP/USD,["Synthetic"],Matchpool,US Dollar
GUSD/USD,["BitMart",,
GVT/USD,["Synthetic"],Genesis Vision,US Dollar
GXC/USD,["Bit-Z",,
GXS/USD,["Hotbit",,
HAC/USD,["Synthetic"],Hackspace Capital,US Dollar
HALLO/USD,["Synthetic"],Halloween Coin,US Dollar
HBAR/USD,["Binance",,
HBC/USD,["Synthetic"],HomeBlockCoin,US Dollar
HCA/USD,["Huobi",,
HCC/USD,["Synthetic"],Happy Creator Coin,US Dollar
HC/USD,["Synthetic"],Harvest Masternode Coin,US Dollar
HDG/USD,["YoBit"],Hedge,US Dollar
HEDG/USD,["Synthetic"],HedgeTrade,US Dollar
HELP/USD,["Synthetic"],Helpico,US Dollar
HEROm/USD,["Gate.io",,
HER/USD,["Synthetic"],HeroNode,US Dollar
HGT/USD,["Synthetic"],HelloGold,US Dollar
HIGH/USD,["Synthetic"],High Gain,US Dollar
HKN/USD,["Synthetic"],Hacken,US Dollar
HMC/USD,["Synthetic"],HarmonyCoin,US Dollar
HMP/USD,["Synthetic"],HempCoin,US Dollar
HMQ/USD,["Synthetic"],Humaniq,US Dollar
HNC/USD,["Synthetic"],Hellenic Coin,US Dollar
HNT/USD,["Binance",,
HODL/USD,["Synthetic"],HOdlcoin,US Dollar
HOHOHO/USD,["LATOKEN"],Santa Floki,US Dollar
HOTL/USD,["Synthetic"],Hydro Protocol,US Dollar
HOT/USD,["BigONE",,
HPB/USD,["Bibox",,
HPC/USD,["Synthetic",,
HST/USD,["Synthetic"],Decision Token,US Dollar
HTC/USD,["Synthetic"],HitCoin,US Dollar
HTML5/USD,["Synthetic"],HTML5COIN,US Dollar
HTR/USD,["Gate.io",,
HT/USD,["Huobi"],Huobi Token,US Dollar
HUC/USD,["Synthetic"],HunterCoin,US Dollar
HUNC/USD,["Synthetic"],Huncoin,US Dollar
HUSD/USD,["Hotbit"],HUSD,US Dollar
HVCO/USD,["Synthetic"],High Voltage,US Dollar
HVN/USD,["Synthetic"],Hiveterminal Token,US Dollar
HXX/USD,["Synthetic"],Hexx,US Dollar
HYDRO/USD,["Synthetic"],Hydro,US Dollar
HYPER/USD,["Synthetic"],Hyper,US Dollar
HYP/USD,["Synthetic"],HyperStake,US Dollar
HYTV/USD,["Synthetic"],Hyper TV,US Dollar
I0C/USD,["Synthetic"],I0Coin,US Dollar
IBANK/USD,["Synthetic"],iBank,US Dollar
IBTC/USD,["Synthetic"],iBTC,US Dollar
ICE/USD,["Synthetic"],iDice,US Dollar
ICOB/USD,["Synthetic"],ICOBID,US Dollar
ICOM/USD,["ProBit Exchange"],iCommunity Labs,US Dollar
ICON/USD,["Synthetic"],Iconic,US Dollar
ICOS/USD,["Synthetic"],ICOS,US Dollar
ICP/USD,["Binance",,
ICX/USD,["Binance",,
IETH/USD,["YoBit"],iEthereum,US Dollar
IFLT/USD,["YoBit"],InflationCoin,US Dollar
IFT/USD,["Synthetic"],InvestFeed,US Dollar
IGNIS/USD,["Synthetic"],Ignis,US Dollar
IHT/USD,["Gate.io"],IHT Real Estate Protocol,US Dollar
ILV/USD,["Binance"],Illuvium,US Dollar
IMPS/USD,["Synthetic"],ImpulseCoin,US Dollar
IMS/USD,["Synthetic"],Independent Money System,US Dollar
IMXm/USD,["FTX",,
INB/USD,["DragonEX"],Insight Chain,US Dollar
IND/USD,["Synthetic"],Indorse Token,US Dollar
INF/USD,["Synthetic"],InfChain,US Dollar
INFX/USD,["Synthetic"],Influxcoin,US Dollar
INJ/USD,["Binance"],Injective Protocol,US Dollar
INK/USD,["Gate.io"],Ink,US Dollar
INN/USD,["Synthetic"],Innova,US Dollar
INO/USD,["Exrates"],INO COIN,US Dollar
INSN/USD,["Synthetic"],InsaneCoin,US Dollar
INS/USD,["Synthetic"],Insolar,US Dollar
INT/USD,["OKEx"],Internet Node Token,US Dollar
INVC/USD,["Synthetic"],Investcoin,US Dollar
INXT/USD,["Synthetic"],Internxt,US Dollar
IOC/USD,["Synthetic"],I/O Coin,US Dollar
ION/USD,["Synthetic"],ION,US Dollar
IOP/USD,["Synthetic"],Internet of People,US Dollar
IOST/USD,["Binance",,
IOTA/USD,["Bitfinex",,
IOT/USD,["Binance",,
IOTX/USD,["Binance",,
IPX/USD,["HitBTC",,
IQN/USD,["YoBit"],IQeon,US Dollar
IREX/USD,["Synthetic"],imbrex,US Dollar
IRIS/USD,["Binance",,
IRL/USD,["Synthetic"],IrishCoin,US Dollar
ISL/USD,["Synthetic"],IslaCoin,US Dollar
ITC/USD,["OKEx"],IoT Chain,US Dollar
ITI/USD,["Synthetic"],iTicoin,US Dollar
IVY/USD,["Synthetic"],Ivy,US Dollar
IVZ/USD,["Synthetic"],InvisibleCoin,US Dollar
IXC/USD,["Synthetic"],Ixcoin,US Dollar
IXT/USD,["Synthetic"],iXledger,US Dollar
JAN/USD,["Synthetic"],CoinJanitor,US Dollar
JASMY/USD,["Bittrex",,
JET/USD,["Synthetic"],Jetcoin,US Dollar
JIN/USD,["Synthetic"],Jin Coin,US Dollar
JNT/USD,["Synthetic"],Jibrel Network,US Dollar
JOBS/USD,["Synthetic"],JobsCoin,US Dollar
JSE/USD,["Synthetic"],JSECOIN,US Dollar
JS/USD,["Synthetic"],JavaScript Token,US Dollar
JWL/USD,["Synthetic"],Jewels,US Dollar
KALA/USD,["ProBit Exchange"],Kala,US Dollar
KARMA/USD,["Synthetic"],Karmacoin,US Dollar
KASHH/USD,["Synthetic"],KashhCoin,US Dollar
KAVA/USD,["Binance",,
KBR/USD,["Synthetic"],Kubera Coin,US Dollar
KCS/USD,["Kucoin"],KuCoin Shares,US Dollar
KDA/USD,["Bittrex",,
KED/USD,["Synthetic"],Darsek,US Dollar
KEEP/USD,["Coinbase Pro"],Keep Network,US Dollar
KEK/USD,["Synthetic"],KekCoin,US Dollar
KEY/USD,["Binance",,
KICK/USD,["STEX"],KickToken,US Dollar
KIN/USD,["CoinTiger"],Kin,US Dollar
KLAY/USD,["Gate.io",,
KLC/USD,["Synthetic"],KiloCoin,US Dollar
KMD/USD,["Synthetic"],Komodo,US Dollar
KNC/USD,["Binance",,
KOBO/USD,["Synthetic"],Kobocoin,US Dollar
KORE/USD,["Synthetic"],Kore,US Dollar
KP3R/USD,["Binance",,
KSM/USD,["Binance",,
KUB/USD,["Synthetic"],Bitkub Coin,US Dollar
KUMA/USD,["Gate.io"],Kuma Inu,US Dollar
KURT/USD,["Synthetic"],Kurrent,US Dollar
KUSH/USD,["Synthetic"],KushCoin,US Dollar
LAMBO/USD,["YoBit"],Lambo Coin,US Dollar
LANA/USD,["Synthetic"],LanaCoin,US Dollar
LA/USD,["Synthetic"],LATOKEN,US Dollar
LAZIO/USD,["Binance"],S.S. Lazio Fan Token,US Dollar
LAZ/USD,["Synthetic"],Lazaruscoin,US Dollar
LBA/USD,["Gate.io"],Cred,US Dollar
LBC/USD,["Synthetic"],LBRY Credits,US Dollar
LBTCX/USD,["YoBit"],LiteBitcoin,US Dollar
LCC/USD,["SouthXchange",,
LCE/USD,["Synthetic"],LitecoinExtreme,US Dollar
LCP/USD,["Synthetic"],Litecoin Plus,US Dollar
LDC/USD,["Synthetic"],Leadcoin,US Dollar
LDOGE/USD,["Synthetic"],LiteDoge,US Dollar
LDO/USD,["Binance",,
LEA/USD,["Synthetic"],LeaCoin,US Dollar
LEOu/USD,["Bitfinex",,
LEPEN/USD,["Synthetic"],LePen,US Dollar
LINA/USD,["Binance"],Linear,US Dollar
LINDA/USD,["Synthetic"],Linda,US Dollar
LINK/USD,["Binance",,
LINX/USD,["Synthetic"],Linx,US Dollar
LION/USD,["Synthetic"],Lion Coin,US Dollar
LIR/USD,["Synthetic"],LetItRide,US Dollar
LIZA/USD,["Synthetic"],LIZA,US Dollar
LIZ/USD,["Synthetic"],Lizus,US Dollar
LKC/USD,["Synthetic"],LinkedCoin,US Dollar
LKK/USD,["Synthetic"],Lykke,US Dollar
LKRc/USD,["Synthetic"],LKRCoin,US Dollar
LMC/USD,["Synthetic"],LoMoCoin,US Dollar
LND/USD,["Synthetic"],LendingBlock,US Dollar
LNK/USD,["Synthetic"],Link Platform,US Dollar
LNX/USD,["ProBit Exchange"],LNX Protocol,US Dollar
LOC/USD,["HitBTC",,
LOKI/USD,["Synthetic"],Loki,US Dollar
LOOM/USD,["Synthetic"],Loom Network,US Dollar
LOT/USD,["Synthetic"],LottoCoin,US Dollar
LPC/USD,["Synthetic"],Lightpaycoin,US Dollar
LPT/USD,["Binance",,
LRC/USD,["Binance",,
LSK/USD,["Binance",,
LTB/USD,["Synthetic"],LiteBar,US Dollar
LTCR/USD,["Synthetic"],Litecred,US Dollar
LTC/USD,["Binance",,
LTCU/USD,["Synthetic"],LiteCoin Ultra,US Dollar
LTG/USD,["Synthetic"],LiteCoin Gold,US Dollar
LTH/USD,["Synthetic"],LAthaan,US Dollar
LUNAt/USD,["Binance",,
LUNA/USD,["Synthetic"],Luna Coin,US Dollar
LUNC/USD,["Gate.io",,
LUN/USD,["Synthetic"],Lunyr,US Dollar
LUX/USD,["Synthetic"],LUXCoin,US Dollar
LVPS/USD,["Synthetic"],LevoPlus,US Dollar
LYL/USD,["Synthetic"],LoyalCoin,US Dollar
LYM/USD,["Gate.io",,
MAC/USD,["Synthetic"],Machinecoin,US Dollar
MAGN/USD,["Synthetic"],Magnetcoin,US Dollar
MAGT/USD,["Synthetic"],Magnet,US Dollar
MAID/USD,["HitBTC"],MaidSafeCoin,US Dollar
MANA/USD,["Binance",,
Manna/USD,["Kraken"],Manna,US Dollar
MAN/USD,["Synthetic"],Martix AI Network,US Dollar
MAO/USD,["Synthetic"],Mao Zedong,US Dollar
MARc/USD,["Synthetic"],Mchain,US Dollar
MARO/USD,["Bibox"],Maro,US Dollar
MARS/USD,["Synthetic"],Marscoin,US Dollar
MARX/USD,["Synthetic"],MarxCoin,US Dollar
MASK/USD,["Binance",,
MATIC/USD,["Binance",,
MAVRO/USD,["Synthetic"],Mavro,US Dollar
MAX/USD,["Synthetic"],MaxCoin,US Dollar
MAY/USD,["Synthetic"],Theresa May Coin,US Dollar
MAZA/USD,["Synthetic"],MazaCoin,US Dollar
MBOX/USD,["Binance"],MOBOX,US Dollar
MBRS/USD,["Synthetic"],Embers,US Dollar
MCAP/USD,["Synthetic"],MCAP,US Dollar
MCI/USD,["Synthetic"],Musiconomi,US Dollar
MCO/USD,["OKEx",,
MCR/USD,["Synthetic"],Macro,US Dollar
MDA/USD,["Gate.io"],Moeda Loyalty Points,US Dollar
MDS/USD,["Gate.io"],MediShares,US Dollar
MDT/USD,["Gate.io",,
MDX/USD,["Binance",,
MEC/USD,["Synthetic"],Megacoin,US Dollar
MED/USD,["Gate.io"],Medibloc,US Dollar
MEDX/USD,["Synthetic"],MediBloc [ERC20],US Dollar
MERI/USD,["Synthetic"],Merebel,US Dollar
MER/USD,["Synthetic"],Mercury,US Dollar
METAL/USD,["Synthetic"],MetalCoin,US Dollar
METIS/USD,["Gate.io",,
MET/USD,["Gate.io",,
MEXC/USD,["Synthetic"],MEXC Token,US Dollar
MFT/USD,["Binance",,
MGC/USD,["Synthetic"],MergeCoin,US Dollar
MGM/USD,["Synthetic"],Magnum,US Dollar
MGO/USD,["BitForex"],MobileGo,US Dollar
MHC/USD,["CEX.IO",,
MIC/USD,["Synthetic"],Mindexcoin,US Dollar
MILO/USD,["Synthetic"],MiloCoin,US Dollar
MINA/USD,["Binance"],Mina,US Dollar
MINEX/USD,["Synthetic"],Minex,US Dollar
MINTME/USD,["Synthetic"],MintMe.com Coin,US Dollar
MIN/USD,["Synthetic"],MINDOL,US Dollar
MITH/USD,["Binance",,
MKR/USD,["HitBTC",,
MLN/USD,["Ethfinex"],Melon,US Dollar
MM/USD,["Synthetic"],MilliMeter,US Dollar
MMXVI/USD,["Synthetic"],MMXVI,US Dollar
MND/USD,["Synthetic"],MindCoin,US Dollar
MNM/USD,["Synthetic"],Mineum,US Dollar
MNTP/USD,["Synthetic",,
MNX/USD,["Livecoin"],MinexCoin,US Dollar
MOAC/USD,["Coinbene"],MOAC,US Dollar
MOBI/USD,["Gate.io"],Mobius,US Dollar
MOB/USD,["Binance"],MobileCoin,US Dollar
MOIN/USD,["Synthetic"],Moin,US Dollar
MOJO/USD,["Synthetic"],MojoCoin,US Dollar
MONA/USD,["Synthetic"],MonaCoin,US Dollar
MONETA/USD,["Synthetic"],Moneta,US Dollar
MONEY/USD,["Synthetic"],MoneyCoin,US Dollar
MONK/USD,["Synthetic"],Monkey Project,US Dollar
MOTO/USD,["Synthetic"],Motocoin,US Dollar
MOVR/USD,["Gate.io",,
MPL/USD,["Coinbase Pro",,
MRJA/USD,["Synthetic"],GanjaCoin,US Dollar
MRT/USD,["Synthetic"],Miners Reward Token,US Dollar
MSP/USD,["Synthetic"],Mothership,US Dollar
MST/USD,["Synthetic"],MustangCoin,US Dollar
MTC/USD,["Synthetic"],doc.com Token,US Dollar
MTH/USD,["Synthetic"],Monetha,US Dollar
MTLMC3/USD,["Synthetic"],Metal Music Coin,US Dollar
MTL/USD,["Binance",,
MTNC/USD,["Synthetic"],Masternodecoin,US Dollar
MTN/USD,["Gate.io",,
MUE/USD,["Synthetic"],MonetaryUnit,US Dollar
MUSIC/USD,["Synthetic"],Musicoin,US Dollar
MVL/USD,["Synthetic"],MVL,US Dollar
MWAT/USD,["Synthetic"],Restart Energy MWAT,US Dollar
MXM/USD,["Coinbene"],Maximine Coin,US Dollar
MXT/USD,["Synthetic"],MarteXcoin,US Dollar
MYB/USD,["Synthetic"],MyBit Token,US Dollar
MYST/USD,["Synthetic"],Mysterium,US Dollar
NAMO/USD,["Synthetic"],NamoCoin,US Dollar
NANJ/USD,["Synthetic"],NANJCOIN,US Dollar
NANO/USD,["Binance",,
NANOX/USD,["Synthetic"],Project-X,US Dollar
NAS/USD,["Huobi",,
NAV/USD,["Synthetic"],NavCoin,US Dollar
NBIT/USD,["Synthetic"],netBit,US Dollar
NBR/USD,["Synthetic"],Niobio Cash,US Dollar
NCASH/USD,["Synthetic"],Nucleus Vision,US Dollar
NEAR/USD,["Binance",,
NEBL/USD,["Synthetic"],Neblio,US Dollar
NEC/USD,["Ethfinex"],Nectar,US Dollar
NEOG/USD,["Synthetic"],NEO GOLD,US Dollar
NEOS/USD,["Synthetic"],NeosCoin,US Dollar
NEO/USD,["Binance",,
NETKO/USD,["Synthetic"],Netko,US Dollar
NET/USD,["Synthetic"],NetCoin,US Dollar
NEU/USD,["HitBTC"],Neumark,US Dollar
NEVA/USD,["Synthetic"],NevaCoin,US Dollar
NEWB/USD,["Synthetic"],Newbium,US Dollar
NEXO/USD,["Hotbit",,
NFT/USD,["Huobi",,
NGC/USD,["Synthetic"],NAGA,US Dollar
NICASH/USD,["Synthetic"],Nicash,US Dollar
NIM/USD,["Hotbit",,
NKA/USD,["Synthetic"],IncaKoin,US Dollar
NKN/USD,["Binance",,
NLC2/USD,["Synthetic"],NoLimitCoin,US Dollar
NLG/USD,["Synthetic"],Gulden,US Dollar
NMC/USD,["Synthetic"],Namecoin,US Dollar
NMR/USD,["Synthetic"],Numeraire,US Dollar
NMS/USD,["Synthetic"],Numus,US Dollar
NOAH/USD,["Synthetic"],Noah Coin,US Dollar
NOBL/USD,["Synthetic"],NobleCoin,US Dollar
NODC/USD,["Synthetic"],NodeCoin,US Dollar
NOTE/USD,["Synthetic"],DNotes,US Dollar
NPW/USD,["HCoin"],New Power Coin,US Dollar
NPXS/USD,["Bittrex",,
NRG/USD,["Synthetic"],Energi,US Dollar
NRO/USD,["Synthetic"],Neuro,US Dollar
NSD/USD,["Synthetic"],Nasdacoin,US Dollar
NTC/USD,["Synthetic"],Natcoin,US Dollar
NTK/USD,["Synthetic"],Neurotoken,US Dollar
NTO/USD,["Synthetic"],Fujinto,US Dollar
NTRN/USD,["Synthetic"],Neutron,US Dollar
NTWK/USD,["Synthetic"],Network Token,US Dollar
NULS/USD,["Binance",,
NuShares/USD,["Kraken"],NuShares,US Dollar
NU/USD,["Coinbase Pro"],NuCypher,US Dollar
NVC/USD,["Synthetic"],Novacoin,US Dollar
NXC/USD,["Synthetic"],Nexium,US Dollar
NXS/USD,["Synthetic"],Nexus,US Dollar
NXT/USD,["HitBTC"],Nxt,US Dollar
NYAN/USD,["Synthetic"],Nyancoin,US Dollar
NYC/USD,["YoBit"],NewYorkCoin,US Dollar
OAX/USD,["Synthetic"],OAX,US Dollar
OBITS/USD,["Synthetic"],OBITS,US Dollar
OCEANp/USD,["Binance"],Ocean Protocol,US Dollar
OCN/USD,["Gate.io",,
OCOW/USD,["Synthetic"],OCOW,US Dollar
OCT/USD,["Synthetic"],OracleChain,US Dollar
ODE/USD,["Ethfinex"],ODEM,US Dollar
ODN/USD,["Synthetic"],Obsidian,US Dollar
OGN/USD,["Binance",,
OKB/USD,["OKEx"],OKB,US Dollar
OK/USD,["Synthetic"],OKCash,US Dollar
OLT/USD,["Synthetic"],OneLedger,US Dollar
OMC/USD,["Synthetic"],Omicron,US Dollar
OMG/USD,["Binance",,
OMNI/USD,["Bitfinex"],Omni,US Dollar
ONE/USD,["Binance"],Harmony,US Dollar
ONION/USD,["Synthetic"],DeepOnion,US Dollar
ONT/USD,["Huobi",,
ONX/USD,["Synthetic"],Onix,US Dollar
OPAL/USD,["Synthetic"],Opal,US Dollar
OPCT/USD,["Synthetic"],Opacity,US Dollar
OPC/USD,["Synthetic"],OP Coin,US Dollar
OPES/USD,["Synthetic"],Opescoin,US Dollar
OPm/USD,["Binance",,
OPTI/USD,["Synthetic"],OptiToken,US Dollar
OPT/USD,["Synthetic"],Opus,US Dollar
OP/USD,["Synthetic"],Operand,US Dollar
ORB/USD,["Synthetic"],Orbitcoin,US Dollar
ORLY/USD,["Synthetic"],Orlycoin,US Dollar
ORMEUS/USD,["Synthetic"],Ormeus Coin,US Dollar
OS76/USD,["Synthetic"],OsmiumCoin,US Dollar
OST/USD,["Gate.io"],Simple Token,US Dollar
OTN/USD,["Synthetic"],Open Trading Network,US Dollar
OXT/USD,["Coinbase Pro",,
P7C/USD,["Synthetic"],P7Coin,US Dollar
PAC/USD,["Synthetic"],PAC Global,US Dollar
PAIp/USD,["Huobi"],Project Pai,US Dollar
PAK/USD,["YoBit"],Pakcoin,US Dollar
PART/USD,["Synthetic"],Particl,US Dollar
PASC/USD,["Synthetic"],Pascal Coin,US Dollar
PASL/USD,["Synthetic"],Pascal Lite,US Dollar
PAXG/USD,["Binance"],PAX Gold,US Dollar
PAX/USD,["Binance",,
PAYP/USD,["Synthetic"],PayPeer,US Dollar
PAY/USD,["Gate.io",,
PAYX/USD,["Synthetic"],Paypex,US Dollar
PBT/USD,["Synthetic"],Primalbase Token,US Dollar
PCN/USD,["Synthetic"],PeepCoin,US Dollar
PCOIN/USD,["Synthetic"],Pioneer Coin,US Dollar
PCS/USD,["Synthetic"],Pabyosi Coin (Special),US Dollar
PDC/USD,["Synthetic"],Project Decorum,US Dollar
pDOTn/USD,["Binance",,
PENG/USD,["Synthetic"],Penguin Coin,US Dollar
PEOPLE/USD,["Binance",,
PERP/USD,["Binance"],Perpetual Protocol,US Dollar
PEXT/USD,["YoBit"],Prime-Ex Perpetual,US Dollar
PEX/USD,["Synthetic"],PosEx,US Dollar
PGL/USD,["Synthetic"],Prospectors Gold,US Dollar
Phantomx/USD,["Kraken"],Phantomx,US Dollar
PHO/USD,["Synthetic"],Photon,US Dollar
PHR/USD,["Synthetic"],Phore,US Dollar
PHX/USD,["Synthetic"],Red Pulse Phoenix,US Dollar
PIE/USD,["Synthetic"],PIECoin,US Dollar
PIGGY/USD,["Synthetic"],Piggycoin,US Dollar
PING/USD,["Synthetic"],CryptoPing,US Dollar
PINK/USD,["Synthetic"],Pinkcoin,US Dollar
PIRL/USD,["Synthetic"],Pirl,US Dollar
PI/USD,["Bibox",,
PIVX/USD,["Synthetic"],PIVX,US Dollar
PIX/USD,["Synthetic"],Lampix,US Dollar
PKB/USD,["Synthetic"],ParkByte,US Dollar
PKT/USD,["Synthetic"],Playkey,US Dollar
PLACO/USD,["Synthetic"],PlayerCoin,US Dollar
PLBT/USD,["Synthetic"],Polybius,US Dollar
PLC/USD,["Synthetic"],PlusCoin,US Dollar
PLNC/USD,["Synthetic"],PLNcoin,US Dollar
PLR/USD,["HitBTC"],Pillar,US Dollar
PLTC/USD,["HitBTC",,
Pluton/USD,["Kraken"],Pluton,US Dollar
PMA/USD,["HitBTC",,
PMNT/USD,["Synthetic"],Paymon,US Dollar
PND/USD,["Synthetic"],Pandacoin,US Dollar
PNK/USD,["Synthetic"],Kleros,US Dollar
POA/USD,["Synthetic"],POA Network,US Dollar
POE/USD,["Synthetic"],Po.et,US Dollar
POKE/USD,["Synthetic"],PokeCoin,US Dollar
POLIS/USD,["Gate.io"],Star Atlas DAO,US Dollar
POLS/USD,["Binance"],Polkastarter,US Dollar
POLY/USD,["Synthetic"],Polymath,US Dollar
POND/USD,["Binance",,
PONZI/USD,["Synthetic"],PonziCoin,US Dollar
POP/USD,["Synthetic"],PopularCoin,US Dollar
PORTO/USD,["Binance"],FC Porto Fan Token,US Dollar
POST/USD,["Synthetic"],PostCoin,US Dollar
POS/USD,["Synthetic"],PoSToken,US Dollar
POSW/USD,["Synthetic"],PoSW Coin,US Dollar
POT/USD,["Synthetic"],PotCoin,US Dollar
POWR/USD,["Gate.io",,
PPC/USD,["HitBTC"],Peercoin,US Dollar
PPP/USD,["Synthetic"],PayPie,US Dollar
PPT/USD,["OKEx",,
PRES/USD,["Synthetic"],President Trump,US Dollar
PRE/USD,["Synthetic"],Presearch,US Dollar
PRG/USD,["Synthetic"],Paragon,US Dollar
PRIMU/USD,["Synthetic"],Primulon,US Dollar
PRIV/USD,["Synthetic"],PRiVCY,US Dollar
PRIX/USD,["Synthetic"],Privatix,US Dollar
PRM/USD,["Synthetic"],PrismChain,US Dollar
PRN/USD,["Synthetic"],Protean,US Dollar
PROM/USD,["Synthetic"],Prometeus,US Dollar
PRO/USD,["Synthetic"],Propy,US Dollar
PRS/USD,["BigONE",,
PRX/USD,["Synthetic"],Printerium,US Dollar
